# Zeit (s)	# Kanal 1 (V)	# Kanal 2 (V)	# Kanal 3 (V)	# Kanal 4 (V)	
-0.0187	-0.4875	-0.53125	6.3125	0.125
-0.0186	-0.4875	-0.53125	6.3125	0.140625
-0.0185	-0.4875	-0.53125	6.15625	0.140625
-0.0184	-0.4875	-0.53125	6.15625	0.140625
-0.0183	-0.4875	-0.375	6.3125	0.125
-0.0182	-0.4875	-0.53125	6.15625	0.140625
-0.0181	-0.4875	-0.53125	6.3125	0.140625
-0.018	-0.51875	-0.375	6.3125	0.140625
-0.0179	-0.4875	-0.53125	6.3125	0.140625
-0.0178	-0.4875	-0.53125	6.3125	0.140625
-0.0177	-0.4875	-0.53125	6.3125	0.125
-0.0176	-0.4875	-0.53125	6.15625	0.15625
-0.0175	-0.51875	-0.53125	6.3125	0.140625
-0.0174	-0.51875	-0.375	6.3125	0.125
-0.0173	-0.4875	-0.53125	6.3125	0.140625
-0.0172	-0.51875	-0.53125	6.3125	0.125
-0.0171	-0.51875	-0.53125	6.3125	0.140625
-0.017	-0.4875	-0.375	6.3125	0.125
-0.0169	-0.51875	-0.53125	6.3125	0.140625
-0.0168	-0.51875	-0.375	6.3125	0.125
-0.0167	-0.51875	-0.375	6.15625	0.140625
-0.0166	-0.4875	-0.53125	6.3125	0.125
-0.0165	-0.51875	-0.53125	6.3125	0.109375
-0.0164	-0.51875	-0.53125	6.3125	0.109375
-0.0163	-0.51875	-0.375	6.3125	0.125
-0.0162	-0.4875	-0.53125	6.3125	0.109375
-0.0161	-0.51875	-0.375	6.46875	0.109375
-0.016	-0.55	-0.53125	6.3125	0.109375
-0.0159	-0.51875	-0.53125	6.3125	0.109375
-0.0158	-0.4875	-0.53125	6.15625	0.109375
-0.0157	-0.51875	-0.53125	6.46875	0.125
-0.0156	-0.4875	-0.6875	6.3125	0.125
-0.0155	-0.51875	-0.53125	6.3125	0.109375
-0.0154	-0.51875	-0.53125	6.3125	0.125
-0.0153	-0.51875	-0.53125	6.3125	0.109375
-0.0152	-0.4875	-0.53125	6.3125	0.125
-0.0151	-0.51875	-0.53125	6.3125	0.109375
-0.015	-0.64375	0.5625	-0.250001	0.125
-0.0149	-0.76875	0.71875	-5.5625	0.109375
-0.0148	-0.76875	0.71875	-5.40625	0.109375
-0.0147	-0.7375	0.875	-5.5625	0.109375
-0.0146	-0.7375	0.875	-5.5625	0.109375
-0.0145	-0.7375	0.71875	-5.5625	0.125
-0.0144	-0.8	0.71875	-5.5625	0.109375
-0.0143	-0.7375	0.71875	-5.5625	0.109375
-0.0142	-0.7375	0.71875	-5.5625	0.125
-0.0141	-0.76875	0.875	-5.5625	0.109375
-0.014	-0.76875	0.71875	-5.71875	0.125
-0.0139	-0.7375	0.71875	-5.5625	0.109375
-0.0138	-0.76875	0.875	-5.5625	0.125
-0.0137	-0.7375	0.71875	-5.71875	0.125
-0.0136	-0.76875	0.71875	-5.71875	0.140625
-0.0135	-0.7375	0.71875	-5.71875	0.125
-0.0134	-0.76875	0.875	-5.5625	0.140625
-0.0133	-0.7375	0.71875	-5.5625	0.125
-0.0132	-0.7375	0.71875	-5.5625	0.125
-0.0131	-0.76875	0.875	-5.5625	0.125
-0.013	-0.76875	0.71875	-5.5625	0.140625
-0.0129	-0.76875	0.71875	-5.71875	0.109375
-0.0128	-0.7375	0.71875	-5.5625	0.109375
-0.0127	-0.76875	0.875	-5.5625	0.140625
-0.0126	-0.76875	0.71875	-5.71875	0.140625
-0.0125	-0.7375	0.875	-5.5625	0.140625
-0.0124	-0.76875	0.71875	-5.5625	0.140625
-0.0123	-0.7375	0.875	-5.5625	0.125
-0.0122	-0.7375	0.5625	-5.5625	0.125
-0.0121	-0.7375	0.875	-5.71875	0.140625
-0.012	-0.7375	0.5625	-5.71875	0.140625
-0.0119	-0.70625	0.71875	-5.71875	0.125
-0.0118	-0.7375	0.71875	-5.71875	0.140625
-0.0117	-0.70625	0.71875	-5.5625	0.125
-0.0116	-0.7375	0.875	-5.71875	0.140625
-0.0115	-0.7375	0.71875	-5.5625	0.140625
-0.0114	-0.70625	0.71875	-5.71875	0.125
-0.0113	-0.7375	0.5625	-5.5625	0.140625
-0.0112	-0.70625	0.5625	-5.5625	0.140625
-0.0111	-0.7375	0.5625	-5.5625	0.140625
-0.011	-0.70625	0.875	-5.5625	0.140625
-0.0109	-0.70625	0.71875	-5.5625	0.140625
-0.0108	-0.7375	0.71875	-5.40625	0.15625
-0.0107	-0.70625	0.875	-5.5625	0.140625
-0.0106	-0.7375	0.71875	-5.5625	0.15625
-0.0105	-0.70625	0.71875	-5.71875	0.140625
-0.0104	-0.70625	0.71875	-5.5625	0.140625
-0.0103	-0.70625	0.71875	-5.71875	0.15625
-0.0102	-0.7375	0.5625	-5.5625	0.140625
-0.0101	-0.70625	0.875	-5.5625	0.15625
-0.01	-0.6125	-0.0625	1.625	0.15625
-0.0099	-0.4875	-0.53125	6.3125	0.15625
-0.0098	-0.45625	-0.375	6.3125	0.140625
-0.0097	-0.4875	-0.53125	6.46875	0.171875
-0.0096	-0.45625	-0.375	6.3125	0.140625
-0.0095	-0.4875	-0.6875	6.46875	0.125
-0.0094	-0.45625	-0.53125	6.3125	0.140625
-0.0093	-0.45625	-0.53125	6.3125	0.140625
-0.0092	-0.51875	-0.53125	6.15625	0.15625
-0.0091	-0.4875	-0.375	6.15625	0.140625
-0.009	-0.4875	-0.375	6.3125	0.140625
-0.0089	-0.45625	-0.375	6.15625	0.140625
-0.0088	-0.4875	-0.6875	6.3125	0.15625
-0.0087	-0.45625	-0.375	6.15625	0.140625
-0.0086	-0.4875	-0.6875	6.3125	0.140625
-0.0085	-0.4875	-0.21875	6.46875	0.125
-0.0084	-0.4875	-0.53125	6.3125	0.140625
-0.0083	-0.4875	-0.53125	6.3125	0.140625
-0.0082	-0.51875	-0.375	6.3125	0.125
-0.0081	-0.4875	-0.375	6.46875	0.140625
-0.008	-0.4875	-0.375	6.46875	0.140625
-0.0079	-0.4875	-0.375	6.3125	0.125
-0.0078	-0.4875	-0.53125	6.3125	0.125
-0.0077	-0.4875	-0.53125	6.3125	0.125
-0.0076	-0.4875	-0.375	6.3125	0.140625
-0.0075	-0.4875	-0.6875	6.15625	0.140625
-0.0074	-0.4875	-0.53125	6.3125	0.125
-0.0073	-0.51875	-0.375	6.3125	0.125
-0.0072	-0.51875	-0.53125	6.3125	0.125
-0.0071	-0.4875	-0.53125	6.3125	0.125
-0.007	-0.4875	-0.6875	6.15625	0.140625
-0.0069	-0.4875	-0.375	6.3125	0.125
-0.0068	-0.51875	-0.53125	6.3125	0.125
-0.0067	-0.4875	-0.375	6.3125	0.109375
-0.0066	-0.55	-0.53125	6.15625	0.125
-0.0065	-0.51875	-0.375	6.3125	0.140625
-0.0064	-0.4875	-0.6875	6.15625	0.109375
-0.0063	-0.51875	-0.53125	6.15625	0.109375
-0.0062	-0.51875	-0.53125	6.3125	0.125
-0.0061	-0.4875	-0.53125	6.3125	0.109375
-0.006	-0.51875	-0.375	6.3125	0.125
-0.0059	-0.51875	-0.53125	6.3125	0.125
-0.0058	-0.4875	-0.375	6.15625	0.109375
-0.0057	-0.4875	-0.53125	6.3125	0.109375
-0.0056	-0.51875	-0.375	6.3125	0.109375
-0.0055	-0.4875	-0.375	6.15625	0.125
-0.0054	-0.51875	-0.53125	6.15625	0.109375
-0.0053	-0.51875	-0.53125	6.15625	0.109375
-0.0052	-0.4875	-0.53125	6.3125	0.109375
-0.0051	-0.51875	-0.6875	6.3125	0.125
-0.005	-0.6125	0.71875	-0.250001	0.109375
-0.0049	-0.8	0.71875	-5.5625	0.109375
-0.0048	-0.76875	0.875	-5.5625	0.109375
-0.0047	-0.76875	0.71875	-5.5625	0.109375
-0.0046	-0.76875	0.71875	-5.71875	0.109375
-0.0045	-0.7375	0.71875	-5.5625	0.109375
-0.0044	-0.76875	0.875	-5.71875	0.125
-0.0043	-0.76875	0.875	-5.5625	0.109375
-0.0042	-0.76875	0.71875	-5.71875	0.109375
-0.0041	-0.76875	0.71875	-5.71875	0.109375
-0.004	-0.76875	0.71875	-5.71875	0.109375
-0.0039	-0.76875	0.71875	-5.5625	0.109375
-0.0038	-0.76875	0.875	-5.5625	0.140625
-0.0037	-0.7375	0.71875	-5.5625	0.125
-0.0036	-0.76875	0.71875	-5.5625	0.125
-0.0035	-0.76875	0.875	-5.5625	0.125
-0.0034	-0.7375	0.875	-5.71875	0.125
-0.0033	-0.7375	0.5625	-5.71875	0.125
-0.0032	-0.76875	0.71875	-5.5625	0.125
-0.0031	-0.76875	0.71875	-5.71875	0.125
-0.003	-0.7375	0.875	-5.5625	0.140625
-0.0029	-0.8	0.71875	-5.71875	0.125
-0.0028	-0.7375	0.5625	-5.71875	0.140625
-0.0027	-0.7375	0.71875	-5.5625	0.125
-0.0026	-0.7375	0.71875	-5.71875	0.140625
-0.0025	-0.7375	0.875	-5.5625	0.140625
-0.0024	-0.76875	0.875	-5.71875	0.140625
-0.0023	-0.70625	0.71875	-5.5625	0.125
-0.0022	-0.76875	0.71875	-5.71875	0.140625
-0.0021	-0.7375	0.71875	-5.71875	0.140625
-0.002	-0.7375	0.71875	-5.5625	0.140625
-0.0019	-0.7375	0.71875	-5.5625	0.140625
-0.0018	-0.70625	0.71875	-5.5625	0.125
-0.0017	-0.7375	0.5625	-5.71875	0.140625
-0.0016	-0.7375	0.71875	-5.5625	0.125
-0.0015	-0.70625	0.71875	-5.71875	0.140625
-0.0014	-0.70625	0.71875	-5.5625	0.140625
-0.0013	-0.70625	0.71875	-5.5625	0.140625
-0.0012	-0.70625	0.71875	-5.71875	0.140625
-0.0011	-0.7375	0.5625	-5.71875	0.140625
-0.001	-0.675	0.71875	-5.71875	0.140625
-0.0009	-0.70625	0.71875	-5.5625	0.140625
-0.0008	-0.70625	0.71875	-5.5625	0.140625
-0.0007	-0.675	0.71875	-5.71875	0.15625
-0.0006	-0.675	0.71875	-5.5625	0.15625
-0.0005	-0.7375	0.71875	-5.5625	0.15625
-0.0004	-0.7375	0.71875	-5.5625	0.140625
-0.0003	-0.70625	0.71875	-5.71875	0.140625
-0.0002	-0.7375	0.71875	-5.5625	0.15625
-0.0001	-0.70625	0.875	-5.5625	0.15625
-0.00000000000000000715573	-0.6125	-0.21875	1.625	0.15625
0.0001	-0.4875	-0.375	6.3125	0.15625
0.0002	-0.45625	-0.53125	6.15625	0.140625
0.0003	-0.4875	-0.375	6.3125	0.140625
0.0004	-0.4875	-0.375	6.3125	0.140625
